año,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
2017,2,10.7,13.8,7.5,18.5,3.5,8.8,13.8,106.0,0.0,0.0,4.3
2017,3,11.8,15.3,8.3,24.1,3.2,8.8,16.4,148.2,0.0,0.0,4.6
2017,4,11.8,15.1,8.5,26.5,4.0,9.7,13.5,74.3,0.0,0.0,8.0
2017,5,16.5,20.7,12.3,31.3,6.9,13.5,18.0,88.5,0.0,2.0,7.3
2017,6,19.0,22.3,15.7,36.2,10.7,14.1,22.5,122.4,0.0,4.0,5.3
2017,7,19.1,22.3,16.0,34.4,11.6,15.0,19.0,50.4,0.0,3.0,5.3
2017,8,19.6,23.0,16.3,34.7,12.5,18.4,18.8,134.6,1.0,2.0,6.3
2017,9,16.8,20.1,13.6,28.2,8.3,15.8,16.7,135.1,1.0,0.0,5.8
2017,10,16.3,19.5,13.1,26.5,6.3,14.2,20.2,80.9,0.0,0.0,5.2
2017,11,11.0,13.8,8.2,21.4,2.0,8.0,16.3,251.3,2.0,0.0,3.9
2017,12,8.6,11.5,5.7,18.2,-0.5,3.4,13.7,232.5,1.0,0.0,2.5
2018,1,9.4,11.8,6.9,18.4,1.5,7.0,14.2,317.6,2.0,0.0,2.5
2018,2,5.8,8.4,3.1,18.8,-5.1,0.1,11.0,270.6,4.0,0.0,2.5
2018,3,10.0,13.3,6.6,18.5,2.0,6.7,13.5,121.7,0.0,0.0,4.3
2018,4,13.9,17.3,10.5,28.0,5.5,10.5,19.4,198.6,3.0,0.0,4.8
2018,5,13.8,16.7,10.9,25.0,6.1,12.6,14.9,121.1,0.0,0.0,4.9
2018,6,17.6,20.2,15.0,29.5,12.0,16.3,19.2,100.3,0.0,0.0,5.2
2018,7,20.6,23.3,18.0,25.5,15.5,20.7,20.0,127.9,1.0,0.0,7.0
2018,8,20.3,23.1,17.4,32.0,14.5,19.5,20.4,62.7,0.0,1.0,7.5
2018,9,19.3,22.5,16.1,31.6,10.0,16.0,19.0,59.2,0.0,1.0,7.6
2018,10,14.5,17.3,11.7,27.1,3.5,9.0,20.5,164.0,2.0,0.0,4.2
2018,11,12.3,15.2,9.3,20.8,4.0,8.2,15.9,127.0,1.0,0.0,3.7
2018,12,11.2,13.6,8.7,18.0,3.3,6.6,13.0,86.9,1.0,0.0,2.9
2019,1,6.5,8.7,4.3,16.0,0.5,5.0,8.1,246.9,2.0,0.0,1.9
2019,2,11.9,15.5,8.2,25.6,2.0,6.5,14.0,60.8,1.0,0.0,6.9
2019,3,11.3,15.0,7.6,23.3,5.0,9.6,12.2,62.4,0.0,0.0,6.8
2019,4,11.9,15.5,8.3,23.7,2.3,8.5,14.2,118.1,0.0,0.0,5.2
2019,5,12.9,15.9,9.9,23.3,3.6,11.1,13.8,201.1,1.0,0.0,6.8
2019,6,17.5,21.6,13.3,34.5,9.5,14.3,18.1,81.5,1.0,4.0,7.3
2019,7,20.0,22.8,17.1,39.0,13.9,17.7,20.5,148.1,1.0,1.0,6.4
2019,8,20.0,23.1,16.8,33.0,13.2,18.8,20.4,87.6,1.0,2.0,6.9
2019,9,18.4,21.5,15.2,29.2,11.0,17.5,20.6,81.4,0.0,0.0,7.1
2019,10,16.9,20.0,13.8,27.5,8.6,12.0,19.0,179.6,0.0,0.0,4.6
2019,11,10.8,13.3,8.2,21.8,3.9,8.6,14.8,481.1,4.0,0.0,1.7
2019,12,11.2,14.2,8.2,20.0,2.8,5.7,13.4,151.5,1.0,0.0,3.6
2020,1,9.8,12.5,7.0,19.6,0.0,4.5,12.7,52.9,0.0,0.0,3.9
2020,2,12.2,15.5,8.8,24.3,4.2,9.3,16.0,91.6,0.0,0.0,4.8
2020,3,10.5,13.6,7.4,21.0,1.5,6.0,13.4,196.7,1.0,0.0,4.0
2020,4,14.7,17.8,11.5,23.7,6.4,11.0,15.6,97.7,1.0,0.0,4.3
2020,5,16.9,20.2,13.5,30.3,9.4,12.1,18.5,134.1,1.0,1.0,7.7
2020,6,16.9,20.0,13.8,26.8,9.0,15.6,17.8,123.2,0.0,0.0,5.9
2020,7,19.7,22.6,16.7,39.0,13.2,16.8,19.5,70.5,0.0,1.0,8.2
2020,8,20.8,24.3,17.2,35.3,12.2,18.4,22.0,130.5,2.0,4.0,6.4
2020,9,18.8,22.6,14.9,34.1,8.5,15.5,20.0,140.1,2.0,3.0,6.9
2020,10,14.3,17.2,11.3,24.1,5.9,10.6,17.0,261.5,1.0,0.0,3.3
2020,11,13.8,16.9,10.7,24.8,5.5,10.0,18.5,86.6,0.0,0.0,4.8
2020,12,9.2,11.7,6.7,19.4,2.5,6.5,11.5,394.8,6.0,0.0,2.0
2021,1,7.5,9.8,5.1,17.4,0.0,2.5,11.9,211.6,0.0,0.0,2.1
2021,2,12.2,15.3,9.0,22.6,5.6,10.1,14.2,134.6,2.0,0.0,3.2
2021,3,11.0,13.7,8.4,26.6,2.3,8.4,18.0,38.6,0.0,0.0,5.3
2021,4,11.9,15.2,8.5,25.5,3.5,10.0,18.4,65.7,0.0,0.0,6.7
2021,5,13.6,17.4,9.7,30.4,6.0,11.9,14.0,88.2,0.0,1.0,7.4
2021,6,17.2,20.2,14.2,31.0,10.5,14.0,17.3,202.1,3.0,1.0,5.1
2021,7,18.0,20.6,15.4,27.6,12.0,17.0,18.0,103.1,1.0,0.0,5.3
2021,8,18.5,21.2,15.7,26.5,12.6,19.0,19.0,37.1,0.0,0.0,6.8
2021,9,19.0,22.1,15.8,32.5,11.7,16.8,21.5,191.1,1.0,1.0,5.1
2021,10,15.5,18.8,12.1,26.0,7.9,14.4,19.5,94.3,0.0,0.0,6.0
2021,11,9.7,12.0,7.3,18.0,4.0,7.0,11.2,270.4,3.0,0.0,2.2
2021,12,11.5,14.4,8.6,21.7,3.5,8.4,15.5,239.8,4.0,0.0,3.7
2021,13,13.8,16.7,10.8,32.5,0.0,2.5,21.5,1676.6,14.0,3.0,4.9
2022,1,8.1,10.8,5.4,22.6,0.4,4.0,16.6,124.7,1.0,0.0,4.8
2022,2,9.8,13.2,6.5,19.4,2.5,9.2,11.7,56.3,0.0,0.0,4.6
2022,3,11.7,14.9,8.5,20.0,5.2,8.5,14.8,138.6,0.0,0.0,3.4
2022,4,11.4,14.6,8.1,24.8,0.6,7.0,15.8,149.4,2.0,0.0,5.0
2022,5,16.3,19.7,12.7,32.0,9.5,13.8,16.3,51.5,0.0,1.0,6.5
2022,6,18.7,22.1,15.2,39.7,11.9,16.5,19.6,124.6,0.0,3.0,6.2
2022,7,20.8,24.2,17.4,38.3,11.5,17.8,21.7,28.7,0.0,3.0,8.7
2022,8,21.4,24.3,18.3,33.0,15.0,18.0,22.5,76.5,0.0,4.0,6.8
2022,9,18.6,22.1,15.1,33.9,10.3,14.0,22.5,147.6,2.0,4.0,6.4
2022,10,19.6,22.9,16.3,28.0,11.8,17.7,24.3,40.6,0.0,0.0,4.1
2022,11,13.4,16.5,10.2,22.0,6.4,9.5,17.5,317.3,4.0,0.0,3.6
2022,12,11.9,14.7,9.0,20.0,2.0,7.4,15.7,82.4,0.0,0.0,2.9
2022,13,15.1,18.3,11.9,39.7,0.4,4.0,24.3,1338.2,9.0,15.0,5.3
